city_id,ciy_name,
2736,Prefeitura de Jundiaí,Brazil
2737,San Carlos Sud,Argentina
2738,Envigado,Colombia
2739,Alcaldia de Rionegro,Colombia
2740,Municipalidad de Miraflores,Peru
2741,Municipio La Chorrera,Panama
2742,Alcaldía de Sincelejo,Colombia
2743,Prefeitura de Aracaju,Brazil
2744,Prefeitura da Cidade de São José do Rio Preto,Brazil
2745,Gámeza,Colombia
2746,Prefeitura de Vitória,Brazil
2747,Prefeitura de Rio Branco,Brazil
2748,Prefeitura de Palmas,Brazil
2749,Metropolitan Municipality of Lima,Peru
2750,Municipality of Fortaleza,Brazil
2751,Ayuntamiento de Chihuahua,Mexico
2752,Municipality of La Antigua Guatemala,Guatemala
2753,Municipality of San Martín de los Andes,Argentina
2754,Ayuntamiento de Puerto Vallarta,Mexico
2755,Metropolitan Municipality of Lima,Peru
2756,Municipality of Tópaga,Colombia
2757,Gobierno Municipal de León de los Aldamas,Mexico
2758,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico
2759,Santa Bárbara (Costa Rica),Costa Rica
2760,Ciudad de Asunción,Paraguay
2761,Prefeitura do Rio de Janeiro,Brazil
2762,Municipalidad de Providencia,Chile
2763,Ayuntamiento de Morelia,Mexico
2764,Prefeitura de Cocal do Sul,Brazil
2765,Prefeitura de Canápolis,Brazil
2766,Chacabuco,Argentina
2767,Municipalidad de General Alvear (Mendoza),Argentina
2768,Renca,Chile
2769,Prefeitura de Jundiaí,Brazil
2770,Ayuntamiento de Culiacán,Mexico
2771,Municipality of Medellín,Colombia
2772,Prefeitura de Presidente Prudente,Brazil
2773,Municipality of Resistencia,Argentina
2774,Prefeitura de Extrema,Brazil
2775,Mexico City,Mexico
2776,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico
2777,Municipality of Curridabat,Costa Rica
2778,Ciudad Madero,Mexico
2779,Municipalidad de Santiago de Surco,Peru
2780,Municipalidad de La Paz,Bolivia
2781,Municipalidad Distrital de Jesús María,Peru
2782,Prefeitura de Duque de Caxias,Brazil
2783,Prefeitura de Florianópolis,Brazil
2784,City of Salvador,Brazil
2785,Alcaldia de Montería,Colombia
2786,Municipio de Mérida,Mexico
2787,Ayuntamiento de Victoria (Tamaulipas),Mexico
2788,Municipality of San Antonio de Areco,Argentina
2789,Municipalidad de Peñalolén,Chile
2790,Municipality of Tópaga,Colombia
2791,Municipalidad Distrital de La Molina,Peru
2792,Region Metropolitana de Guadalajara,Mexico
2793,Itagüí,Colombia
2794,Zarcero,Costa Rica
2795,Municipalidad de Avellaneda,Argentina
2796,Santa Ana (Costa Rica),Costa Rica
2797,Municipalidad de Temuco,Chile
2798,Ayuntamiento San Nicolás de los Garza,Mexico
2799,Prefeitura de São Leopoldo,Brazil
2800,Municipality of Caldas,Colombia
2801,Municipality of Rauch,Argentina
2802,Prefeitura de Rafard,Brazil
2803,Municipality of Patagones,Argentina
2804,Prefeitura do Rio de Janeiro,Brazil
2805,Santa Fé Ciudad,Argentina
2806,Gobierno Autónomo Municipal de Tarija,Bolivia
2807,Municipalidad  de Rosario,Argentina
2808,Municipality of Caldas,Colombia
2809,Municipalidad de Concepción,Chile
2810,Alcaldia de Valdivia,Chile
2811,San Carlos Sud,Argentina
2812,Municipalidad de San Carlos de Bariloche,Argentina
2813,Ayuntamiento de Victoria (Tamaulipas),Mexico
2814,Municipality of San Martín de los Andes,Argentina
2815,Prefeitura de Rafard,Brazil
2816,Alcaldía de Tegucigalpa,Honduras
2817,Prefeitura de Sorocaba,Brazil
2818,Gobierno Municipal de León de los Aldamas,Mexico
2819,Alcaldia de Manizales,Colombia
2820,Santa Bárbara (Costa Rica),Costa Rica
2821,Municipality of Recife,Brazil
2822,Oreamuno,Costa Rica
2823,Alcaldía de Villavicencio,Colombia
2824,Prefeitura de Rafard,Brazil
2825,Girardota,Colombia
2826,Municipality of San Pedro Tlaquepaque,Mexico
2827,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico
2828,Prefeitura de Rolândia,Brazil
2829,Mongui,Colombia
2830,Municipalidad de Vitacura,Chile
2831,Municipalidad  de Rosario,Argentina
2832,Concejo Municipal de Distrito de Monte Verde,Costa Rica
2833,Puerto Cortés,Honduras
2834,Oreamuno,Costa Rica
2835,Alcaldia de Valdivia,Chile
2836,Bogotá Distrito Capital,Colombia
2837,Ramona,Argentina
2838,Municipality of Fortaleza,Brazil
2839,Santa Fé Ciudad,Argentina
2840,Guatemala City,Guatemala
2841,San Pedro Garza García,Mexico
2842,Prefeitura do município de Paiçandu,Brazil
2843,Prefeitura Municipal de Caieiras,Brazil
2844,Prefeitura de Niterói,Brazil
2845,Alcaldía de Panamá,Panama
2846,Ayuntamiento de Morelia,Mexico
2847,Region Metropolitana de Guadalajara,Mexico
2848,Concejo Municipal de Distrito de Monte Verde,Costa Rica
2849,Municipality of Resistencia,Argentina
2850,Prefeitura Municipal de João Pessoa,Brazil
2851,Alcaldía de Florencia,Colombia
2852,General Pueyrredon,Argentina
2853,Alcaldía Distrital de Santa Marta,Colombia
2854,Prefeitura Municipal de São José dos Campos,Brazil
2855,Prefeitura do Município de Maringá,Brazil
2856,Prefeitura de Serra Talhada,Brazil
2857,Prefeitura de Ilhabela,Brazil
2858,Municipalidad Distrital de La Molina,Peru
2859,Municipalidad de Vitacura,Chile
2860,Municipality of Resistencia,Argentina
2861,Municipalidad de Comas,Peru
2862,Municipality of Belo Horizonte,Brazil
2863,Municipality of Santa Catarina,Mexico
2864,Municipalidad de San José,Costa Rica
2865,Prefeitura de Niterói,Brazil
2866,Prefeitura de Porto Velho,Brazil
2867,Girardota,Colombia
2868,Municipio de Santa Catarina Pinula,Guatemala
2869,Municipio de Colima,Mexico
2870,Zinacantepec,Mexico
2871,Prefeitura de Canápolis,Brazil
2872,Ayuntamiento de Tonalá,Mexico
2873,Gobierno Municipal de León de los Aldamas,Mexico
2874,Municipality of Tópaga,Colombia
2875,Municipalidad de Peñalolén,Chile
2876,Prefeitura de Osasco,Brazil
2877,Region Metropolitana de Guadalajara,Mexico
2878,Gobierno Autónomo Municipal de Tarija,Bolivia
2879,Municipalidad de Maipú,Chile
2880,Ayuntamiento de Jesús María,Mexico
2881,Prefeitura de Brumadinho,Brazil
2882,Municipalidad de Montecarlo,Argentina
2883,Manta,Ecuador
2884,Prefeitura de Rolândia,Brazil
2885,Gobierno Autónomo Municipal de Tarija,Bolivia
2886,Municipality of Fortaleza,Brazil
2887,Prefeitura Municipal de João Pessoa,Brazil
2888,Alcaldia de Floridablanca,Colombia
2889,Alcaldía Municipal de Armenia,Colombia
2890,Valle de Santiago,Mexico
2891,Municipality of Recife,Brazil
2892,Region Metropolitana de Guadalajara,Mexico
2893,Junta Intermunicipal de Medio Ambiente Altos Sur (JIAS),Mexico
2894,Chacabuco,Argentina
2895,Región Metropolitana de Santiago,Chile
2896,Alcaldia de Montería,Colombia
2897,Municipalidad  de Valparaíso,Chile
2898,Municipality of Recife,Brazil
2899,Corrales,Colombia
2900,Municipalidad de Santiago,Chile
2901,Ayuntamiento de Victoria (Tamaulipas),Mexico
2902,Beteitiva,Colombia
2903,Junta intermunicipal para la gestión integral de la cuenca del Río Coahuayana (JIRCO),Mexico
2904,Intendencia de Montevideo,Uruguay
2905,Municipalidad de Santiago de Surco,Peru
2906,Municipalidad de San José,Costa Rica
2907,Ayuntamiento de Puerto Vallarta,Mexico
2908,Municipalidad de Independencia (Peru),Peru
2909,San Carlos Sud,Argentina
2910,Alcaldia de Montería,Colombia
2911,Prefeitura de Vitória,Brazil
2912,Arteaga,Argentina
2913,Ayuntamiento de Chihuahua,Mexico
2914,Municipality of Belo Horizonte,Brazil
2915,Alcaldía de Panamá,Panama
2916,Lince,Peru
2917,Municipality of Curridabat,Costa Rica
2918,Prefeitura de Vitória,Brazil
2919,Ayuntamiento de Culiacán,Mexico
2920,Guaminí,Argentina
2921,Municipality of San Antonio de Areco,Argentina
2922,Municipalidad de Desamparados,Costa Rica
2923,Prefeitura Municipal de Boa Vista,Brazil
2924,Municipalidad de Santiago de Surco,Peru
2925,Municipality of La Antigua Guatemala,Guatemala
2926,Municipio de San Jose,Guatemala
2927,Prefeitura de Pedreira,Brazil
2928,Municipality of Recife,Brazil
2929,Municipio de Chitré,Panama
2930,Municipality of Recife,Brazil
2931,Municipality of Patagones,Argentina
2932,Prefeitura de Guarulhos,Brazil
2933,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico
2934,Municipalidad de San Carlos de Bariloche,Argentina
2935,Ayuntamiento de Zapopan,Mexico
2936,Renca,Chile
2937,Santiago de Guayaquil,Ecuador
2938,Junta Intermunicipal de Medio Ambiente de Sierra Occidental y Costa (JISOC),Mexico
2939,Prefeitura de Conde (Paraíba),Brazil
2940,San Justo (Argentina),Argentina
2941,Municipalidad de Magdalena del Mar,Peru
2942,Alcaldía de Florencia,Colombia
2943,Prefeitura Municipal de João Pessoa,Brazil
2944,Municipalidad Distrital de La Molina,Peru
2945,Ciudad de Asunción,Paraguay
2946,Beteitiva,Colombia
2947,General Pueyrredon,Argentina
2948,Prefeitura de Vitória,Brazil
2949,Prefeitura de Goiás (Goiás Velho),Brazil
2950,Ciudad de Asunción,Paraguay
2951,Prefeitura do município de Paiçandu,Brazil
2952,Municipalidad de Montecarlo,Argentina
2953,Municipalidad de Tampico,Mexico
2954,Bogotá Distrito Capital,Colombia
2955,Municipalidad de Montecarlo,Argentina
2956,San Pedro de la Paz,Chile
2957,Municipalidad de Peñalolén,Chile
2958,Alcaldía Municipal de Armenia,Colombia
2959,City of Buenos Aires,Argentina
2960,Alcaldía de Ríohacha,Colombia
2961,Municipality of San Antonio de Areco,Argentina
2962,San Justo (Argentina),Argentina
2963,Ayuntamiento de Hermosillo,Mexico
2964,Bogotá Distrito Capital,Colombia
2965,Alcaldía de Panamá,Panama
2966,Municipalidad Distrital de Jesús María,Peru
2967,Gobierno Municipal de León de los Aldamas,Mexico
2968,Municipality of San Antonio de Areco,Argentina
2969,Ayuntamiento de Victoria (Tamaulipas),Mexico
2970,Prefeitura de São Leopoldo,Brazil
2971,Municipalidad de La Paz,Bolivia
2972,Santa Bárbara (Costa Rica),Costa Rica
2973,Playa del Carmen,Mexico
2974,Municipalidad  de Valparaíso,Chile
2975,Santa Fé Ciudad,Argentina
2976,Municipality of Campinas,Brazil
2977,Alcaldia de Pasto,Colombia
2978,Prefeitura de Betim,Brazil
2979,Prefeitura de Sorocaba,Brazil
2980,Ayuntamiento de Hermosillo,Mexico
2981,Prefeitura de Abaetetuba,Brazil
2982,Guarco,Costa Rica
2983,San Antonio,Chile
2984,Prefeitura de Guabiruba,Brazil
2985,Gámeza,Colombia
2986,Prefeitura de Osasco,Brazil
2987,Municipalidad de Independencia,Chile
2988,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico
2989,Municipalidad de General Alvear (Mendoza),Argentina
2990,Municipality of Fortaleza,Brazil
2991,Alcaldia de Mosquera,Colombia
2992,Municipality of Porto Alegre,Brazil
2993,Ayuntamiento de Tonalá,Mexico
2994,Municipalidad Distrital de Ate,Peru
2995,Municipalidad Cerro Navia,Chile
2996,Gobierno Autónomo Municipal de Tarija,Bolivia
2997,Alcaldía Distrital de Santa Marta,Colombia
2998,Prefeitura de Serra Talhada,Brazil
2999,City of Salvador,Brazil
3000,Tilarán,Costa Rica
3001,Prefeitura de Itatiba,Brazil
3002,Corrales,Colombia
3003,Region Metropolitana de Guadalajara,Mexico
3004,Prefeitura de Quissamã,Brazil
3005,Presidencia Municipal de Saltillo,Mexico
3006,Prefeitura de São Leopoldo,Brazil
3007,Municipio de Maneiro,Venezuela
3008,Prefeitura de Osasco,Brazil
3009,Municipality of Fortaleza,Brazil
3010,Municipalidad de La Serena,Chile
3011,Chacabuco,Argentina
3012,Bogotá Distrito Capital,Colombia
3013,Ayuntamiento de Hermosillo,Mexico
3014,Santiago de Cali,Colombia
3015,Ayuntamiento de Hermosillo,Mexico
3016,Prefeitura de Nova Santa Rita,Brazil
3017,Ayuntamiento de Zapopan,Mexico
3018,Prefeitura Municipal de Sumaré,Brazil
3019,Municipalidad de Desamparados,Costa Rica
3020,Ayuntamiento de Centro,Mexico
3021,Municipalidad de Maipú,Chile
3022,Municipality of Campinas,Brazil
3023,Municipalidad de Maipú,Chile
3024,Prefeitura de Pau Brasil,Brazil
3025,Manta,Ecuador
3026,Prefeitura de Canápolis,Brazil
3027,Municipalidad de San José,Costa Rica
3028,Municipality of Fortaleza,Brazil
3029,Prefeitura de Alexânia,Brazil
3030,Municipio de Chitré,Panama
3031,Municipality of Santa Catarina,Mexico
3032,Ayuntamiento San Nicolás de los Garza,Mexico
3033,Municipalidad Venado Tuerto,Argentina
3034,San Justo (Argentina),Argentina
3035,Prefeitura de São Luís,Brazil
3036,Ciudad de Asunción,Paraguay
3037,San Bernardo,Chile
3038,Municipalidad  de Rosario,Argentina
3039,Prefeitura Municipal de Caieiras,Brazil
3040,Municipalidad de La Unión,Costa Rica
3041,Uruapan,Mexico
3042,Gámeza,Colombia
3043,Prefeitura de Sobral,Brazil
3044,Mexico City,Mexico
3045,Municipio de San Pedro de Urabá,Colombia
3046,Reconquista,Argentina
3047,Montes de Oca,Costa Rica
3048,Municipio de Cajamarca,Colombia
3049,Ocú,Panama
3050,Municipalidad Distrital de Ate,Peru
3051,Guarco,Costa Rica
3052,Ayuntamiento de Tonalá,Mexico
3053,Municipality of San Martín de los Andes,Argentina
3054,City of Monterrey,Mexico
3055,General Pueyrredon,Argentina
3056,Junta Intermunicipal de Medio Ambiente del Ayuquila Alto,Mexico
3057,Alcaldía Distrital de Barranquilla,Colombia
3058,Prefeitura Municipal de Sertãozinho,Brazil
3059,Municipalidad de Bellavista,Peru
3060,Junta Intermunicipal de Medio Ambiente Region Valles (JIMAV),Mexico
3061,Guarco,Costa Rica
3062,Ayuntamiento de San Luis Potosí,Mexico
3063,Envigado,Colombia
3064,Municipality of San Pedro Tlaquepaque,Mexico
3065,Municipalidad de Tampico,Mexico
3066,Prefeitura de Porto Velho,Brazil
3067,Prefeitura de Joaçaba,Brazil
3068,Prefeitura do Rio de Janeiro,Brazil
3069,Concejo Municipal de Distrito de Monte Verde,Costa Rica
3070,Ayuntamiento de Zapopan,Mexico
3071,Itagüí,Colombia
3072,Municipio de Escuintla,Guatemala
3073,Prefeitura Municipal de Canoas,Brazil
3074,Arteaga,Argentina
3075,Municipalidad Distrital de Jesús María,Peru
3076,Ayuntamiento de Hermosillo,Mexico
3077,Municipalidad de Talca,Chile
3078,Municipalidad Distrital de Jesús María,Peru
3079,Prefeitura de Passo de Torres,Brazil
3080,Municipalidad de San Isidro (Lima),Peru
3081,Junta Intermunicipal de la Región Norte del Estado de Jalisco (JINOR),Mexico
3082,Municipalidad de La Unión,Costa Rica
3083,Municipio de Colima,Mexico
3084,Alcaldía de Ibagué,Colombia
3085,Comodoro Rivadavia,Argentina
3086,Zarcero,Costa Rica
3087,Ayuntamiento de San Luis Potosí,Mexico
3088,Municipalidad de Cañas,Costa Rica
3089,Prefeitura de São Cristóvão,Brazil
3090,Prefeitura de Canápolis,Brazil
3091,Beteitiva,Colombia
3092,San Rafael de Heredia,Costa Rica
3093,Prefeitura do município de Paiçandu,Brazil
3094,Metropolitan Municipality of Lima,Peru
3095,Godoy Cruz,Argentina
3096,San Pedro de la Paz,Chile
3097,Mexico City,Mexico
3098,Uranga,Argentina
3099,Ayuntamiento de San Luis Potosí,Mexico
3100,Renca,Chile
3101,Municipality of Fortaleza,Brazil
3102,Municipalidad de Quepos,Costa Rica
3103,Municipio de Iztapa,Guatemala
3104,Uruapan,Mexico
3105,Prefeitura de Itapoá,Brazil
3106,Goicoechea,Costa Rica
3107,Municipality of Recife,Brazil
3108,Municipalidad de General Alvear (Mendoza),Argentina
3109,Municipality of Caldas,Colombia
3110,Prefeitura Municipal de Contagem,Brazil
3111,Corrales,Colombia
3112,Prefeitura de Serra Talhada,Brazil
3113,Metropolitan Municipality of Lima,Peru
3114,Camilo Aldao,Argentina
3115,Prefeitura do Jaboatão dos Guararapes,Brazil
3116,Comodoro Rivadavia,Argentina
3117,Ayuntamiento de Hermosillo,Mexico
3118,Municipalidad de Desamparados,Costa Rica
3119,Alcaldia de Pereira,Colombia
3120,Alajuela,Costa Rica
3121,Municipality of Campinas,Brazil
3122,Municipalidad de Vitacura,Chile
3123,San Pedro de la Paz,Chile
3124,Junta Municipal de Medio Ambiente Lagunas (JIMAL),Mexico
3125,Envigado,Colombia
3126,Junta Intermunicipal de Medio Ambiente Altos Sur (JIAS),Mexico
3127,Alcaldia de Pasto,Colombia
3128,Alcaldía Distrital de Barranquilla,Colombia
3129,Junta Intermunicipal de la Cuenca Baja del Rio Ayuquila (JIRA),Mexico
3130,City of Salvador,Brazil
3131,Prefeitura de Tangará da Serra,Brazil
3132,San Pedro Garza García,Mexico
3133,Municipality of San Pedro Tlaquepaque,Mexico
3134,Santiago de Cali,Colombia
3135,Distrito Metropolitano de Quito,Ecuador
3136,Prefeitura de Dois Irmãos,Brazil
3137,Ciudad de Mendoza,Argentina
3138,Envigado,Colombia
3139,Zinacantepec,Mexico
3140,Mongua,Colombia
3141,Municipalidad de Desamparados,Costa Rica
3142,Municipio de Colima,Mexico
3143,Godoy Cruz,Argentina
3144,Municipio de Torreón,Mexico
3145,Municipalidad de La Paz,Bolivia
3146,Prefeitura Municipal de Araçatuba,Brazil
3147,City of Goiânia,Brazil
3148,Ayuntamiento de Victoria (Tamaulipas),Mexico
3149,Uruapan,Mexico
3150,Municipality of La Antigua Guatemala,Guatemala
3151,Prefeitura de Aracaju,Brazil
3152,Oreamuno,Costa Rica
3153,Municipalidad de Comas,Peru
3154,San Rafael de Heredia,Costa Rica
3155,Guaminí,Argentina
3156,Prefeitura de Guanhães,Brazil
3157,Prefeitura de Passo de Torres,Brazil
3158,Municipality of Resistencia,Argentina
3159,Concejo Municipal de Distrito de Monte Verde,Costa Rica
3160,Prefeitura de São Leopoldo,Brazil
3161,Municipio de Chitré,Panama
3162,Alcaldía Distrital de Santa Marta,Colombia
3163,Alcaldia de Rionegro,Colombia
3164,City of Salvador,Brazil
3165,Municipalidad de San José,Costa Rica
3166,Prefeitura do município de Paiçandu,Brazil
3167,Prefeitura de Itapoá,Brazil
3168,Municipio de Maneiro,Venezuela
3169,Bogotá Distrito Capital,Colombia
3170,Municipality of Caldas,Colombia
3171,Municipality of Belo Horizonte,Brazil
3172,Prefeitura de Brumadinho,Brazil
3173,Alcaldia de Rionegro,Colombia
3174,Busbanza,Colombia
3175,Mongua,Colombia
3176,Junta Municipal de Medio Ambiente Lagunas (JIMAL),Mexico
3177,Municipio de Santa Catarina Pinula,Guatemala
3178,Municipalidad de La Paz,Bolivia
3179,Floresta,Colombia
3180,Municipio de Cajamarca,Colombia
3181,Municipio de San Pedro de Urabá,Colombia
3182,Prefeitura Municipal de São José dos Campos,Brazil
3183,Municipalidad de Montecarlo,Argentina
3184,Metropolitan Municipality of Lima,Peru
3185,Lince,Peru
3186,Santiago de Cali,Colombia
3187,Alcaldia de Manizales,Colombia
3188,Prefeitura de Canápolis,Brazil
3189,Alcaldia de Valdivia,Chile
3190,Municipalidad de San Isidro (Lima),Peru
3191,Municipalidad de Vitacura,Chile
3192,Prefeitura do Rio de Janeiro,Brazil
3193,Prefeitura de São Leopoldo,Brazil
3194,Municipio La Chorrera,Panama
3195,Municipality of Santa Catarina,Mexico
3196,Municipalidad de Belén,Costa Rica
3197,Ciudad Madero,Mexico
3198,Prefeitura de Jundiaí,Brazil
3199,Municipality of Tópaga,Colombia
3200,Alcaldia de Floridablanca,Colombia
3201,Municipality of Campinas,Brazil
3202,Prefeitura de Brasiléia,Brazil
3203,Prefeitura do Rio de Janeiro,Brazil
3204,Uruapan,Mexico
3205,Ciudad de Juárez,Mexico
3206,Municipality of Ambato,Ecuador
3207,Prefeitura de Extrema,Brazil
3208,Mongua,Colombia
3209,Alajuela,Costa Rica
3210,Goicoechea,Costa Rica
3211,Municipio de Escuintla,Guatemala
3212,Zinacantepec,Mexico
3213,Ciudad de Juárez,Mexico
3214,Prefeitura Municipal de Caieiras,Brazil
3215,Itagüí,Colombia
3216,Godoy Cruz,Argentina
3217,Prefeitura de Abaetetuba,Brazil
3218,Prefeitura de Pedreira,Brazil
3219,Prefeitura de Guabiruba,Brazil
3220,Municipio de Torreón,Mexico
3221,Municipalidad de Providencia,Chile
3222,General Pueyrredon,Argentina
3223,Prefeitura de Niterói,Brazil
3224,Prefeitura de Iperó,Brazil
3225,Renca,Chile
3226,Puerto Cortés,Honduras
3227,Prefeitura de Campo Grande,Brazil
3228,Distrito Metropolitano de Quito,Ecuador
3229,Concejo Municipal de Distrito de Monte Verde,Costa Rica
3230,Municipality of Recife,Brazil
3231,Prefeitura de Tangará da Serra,Brazil
3232,San Carlos Sud,Argentina
3233,Municipio de Chitré,Panama
3234,San Rafael de Heredia,Costa Rica
3235,Ayuntamiento San Nicolás de los Garza,Mexico
3236,Prefeitura de Cordeirópolis,Brazil
3237,Municipalidad de la Ciudad de Neuquén,Argentina
3238,Godoy Cruz,Argentina
3239,San Bernardo,Chile
3240,Municipalidad Distrital de La Molina,Peru
3241,Municipio de Cajamarca,Colombia
3242,Alcaldia de Floridablanca,Colombia
3243,Municipalidad de Desamparados,Costa Rica
3244,Municipalidad  de Rosario,Argentina
3245,Alcaldía de Sincelejo,Colombia
3246,Prefeitura Municipal de Sumaré,Brazil
3247,Aipromades Lago de Chapala,Mexico
3248,Prefeitura Municipal de São José dos Campos,Brazil
3249,Alcaldía Municipal de Armenia,Colombia
3250,Prefeitura Municipal de Contagem,Brazil
3251,Municipalidad  de Rosario,Argentina
3252,Arteaga,Argentina
3253,Gobierno Municipal de Toluca de Lerdo,Mexico
3254,Prefeitura de Palmas,Brazil
3255,Ciudad Madero,Mexico
3256,Municipalidad de Montecarlo,Argentina
3257,Manta,Ecuador
3258,Municipio de Iztapa,Guatemala
3259,Ayuntamiento de Culiacán,Mexico
3260,Guaminí,Argentina
3261,Prefeitura de Betim,Brazil
3262,Prefeitura de Aracaju,Brazil
3263,Ayuntamiento de Apodaca,Mexico
3264,Prefeitura de Cocal do Sul,Brazil
3265,Metropolitan Municipality of Lima,Peru
3266,Municipalidad de Providencia,Chile
3267,San Sebastián de Mariquita,Colombia
3268,Junta Intermunicipal de Medio Ambiente Altos Norte (JIAN),Mexico
3269,Comodoro Rivadavia,Argentina
3270,Prefeitura de Ilhabela,Brazil
3271,Rio das Flores,Brazil
3272,Nueva Concepción,Guatemala
3273,Goicoechea,Costa Rica
3274,Alcaldia de Mosquera,Colombia
3275,Municipalidad de San José,Costa Rica
3276,Alcaldía de Tegucigalpa,Honduras
3277,Municipio de Escuintla,Guatemala
3278,Municipalidad Distrital de La Molina,Peru
3279,Municipio de San Jose,Guatemala
3280,Alcaldía de Tegucigalpa,Honduras
3281,Municipio de Bucaramanga,Colombia
3282,Alcaldía Distrital de Santa Marta,Colombia
3283,Alcaldía de Ríohacha,Colombia
3284,Municipio de San Jose,Guatemala
3285,Ciudad de Mendoza,Argentina
3286,Prefeitura Municipal de Caieiras,Brazil
3287,Municipality of Fortaleza,Brazil
3288,Playa del Carmen,Mexico
3289,Municipalidad de Providencia,Chile
3290,Municipalidad de San Isidro (Lima),Peru
3291,Distrito Metropolitano de Quito,Ecuador
3292,Reconquista,Argentina
3293,Prefeitura de Rio Branco,Brazil
3294,Prefeitura Municipal de Araçatuba,Brazil
3295,Prefeitura Municipal de Contagem,Brazil
3296,Municipalidad de Montecarlo,Argentina
3297,Ayuntamiento de Celaya,Mexico
3298,Prefeitura de Dois Irmãos,Brazil
3299,Municipality of Ambato,Ecuador
3300,Municipalidad de San Isidro (Lima),Peru
3301,Mexico City,Mexico
3302,Ayuntamiento de Celaya,Mexico
3303,Municipalidad de Magdalena del Mar,Peru
3304,Municipality of Resistencia,Argentina
3305,Municipalidad de Provincial de Arequipa,Peru
3306,Municipalidad de Talca,Chile
3307,Municipalidad de Peñalolén,Chile
3308,Municipalidad de Belén,Costa Rica
3309,Municipalidad de Tampico,Mexico
3310,Prefeitura de Palmas,Brazil
3311,Municipality of Ambato,Ecuador
3312,Municipality of Patagones,Argentina
3313,Arteaga,Argentina
3314,Prefeitura de Sorocaba,Brazil
3315,Renca,Chile
3316,Valle de Santiago,Mexico
3317,San Justo (Argentina),Argentina
3318,Municipalidad de Belén,Costa Rica
3319,Ayuntamiento de Zapopan,Mexico
3320,Godoy Cruz,Argentina
3321,Municipalidad de Desamparados,Costa Rica
3322,Municipality of San Martín de los Andes,Argentina
3323,Santiago de Cali,Colombia
3324,Prefeitura Municipal de Santos,Brazil
3325,Municipalidad de General Alvear (Mendoza),Argentina
3326,Godoy Cruz,Argentina
3327,Municipality of San Antonio de Areco,Argentina
3328,Prefeitura de Cocal do Sul,Brazil
3329,Gobierno Municipal de León de los Aldamas,Mexico
3330,Itagüí,Colombia
3331,Prefeitura de Alexânia,Brazil
3332,Prefeitura de Caruaru,Brazil
3333,Municipality of Rauch,Argentina
3334,Municipality of Curridabat,Costa Rica
3335,San Pedro de la Paz,Chile
3336,Lince,Peru
3337,Prefeitura de Palmas,Brazil
3338,San Justo (Argentina),Argentina
3339,Mongua,Colombia
3340,San Antonio,Chile
3341,Prefeitura do Jaboatão dos Guararapes,Brazil
3342,Municipality of San Martín de los Andes,Argentina
3343,Municipality of Santa Catarina,Mexico
3344,Municipalidad de San Carlos de Bariloche,Argentina
3345,Alcaldia de Montería,Colombia
3346,Oreamuno,Costa Rica
3347,Municipalidad de Magdalena del Mar,Peru
3348,Zinacantepec,Mexico
3349,Prefeitura de Dois Irmãos,Brazil
3350,Municipalidad de Belén,Costa Rica
3351,Municipalidad  de Rosario,Argentina
3352,Municipalidad de la Ciudad de Neuquén,Argentina
3353,Rio das Flores,Brazil
3354,Municipalidad de Portoviejo,Ecuador
3355,Municipalidad de Provincial de Arequipa,Peru
3356,Prefeitura de Monteiro Lobato,Brazil
3357,Prefeitura de Niterói,Brazil
3358,Santa Bárbara (Costa Rica),Costa Rica
3359,Chacabuco,Argentina
3360,Prefeitura de Nova Santa Rita,Brazil
3361,Municipalidad de San Isidro (Lima),Peru
3362,Municipalidad de la Ciudad de Neuquén,Argentina
3363,Municipality of Campinas,Brazil
3364,Goicoechea,Costa Rica
3365,Municipalidad Distrital de Jesús María,Peru
3366,Municipalidad de Temuco,Chile
3367,Alcaldia de Madrid,Colombia
3368,Paraíso,Costa Rica
3369,Ciudad de Mendoza,Argentina
3370,Prefeitura de Niterói,Brazil
3371,Alcaldia Distrital de Cartagena de Indias,Colombia
3372,Municipalidad de Puerto Barrios,Guatemala
3373,Prefeitura do município de Paiçandu,Brazil
3374,Ayuntamiento San Nicolás de los Garza,Mexico
3375,Municipio La Chorrera,Panama
3376,Municipality of Curitiba,Brazil
3377,Municipality of Resistencia,Argentina
3378,Gobierno Municipal de León de los Aldamas,Mexico
3379,Municipality of Curitiba,Brazil
3380,San Justo (Argentina),Argentina
3381,Presidencia Municipal de Saltillo,Mexico
3382,Guaminí,Argentina
3383,Municipality of Resistencia,Argentina
3384,Prefeitura Municipal de Santos,Brazil
3385,Municipalidad de Portoviejo,Ecuador
3386,Municipalidad Distrital de Ate,Peru
3387,Ayuntamiento de Hermosillo,Mexico
3388,Bogotá Distrito Capital,Colombia
3389,Intendencia de Montevideo,Uruguay
3390,Girardota,Colombia
3391,Prefeitura Municipal de Sertãozinho,Brazil
3392,Intendencia de Montevideo,Uruguay
3393,Prefeitura de Alexânia,Brazil
3394,Prefeitura do Jaboatão dos Guararapes,Brazil
3395,Ayuntamiento de Morelia,Mexico
3396,Prefeitura de Dois Irmãos,Brazil
